#{"t_start": 1763749154.972331, "env_id": "None"}
r,l,t
-1220.068,15,367.642445
4494.1025,130,367.666983
-1124.5692,13,367.696827
-1355.8755,23,367.707761
-56.750732,34,367.728826
-624.00964,103,367.728913
-951.3525,13,367.769051
-1767.3157,130,367.769097
-1275.3721,58,367.779711
-1969.1978,21,367.788366
-2251.761,58,367.805991
-2755.9763,32,367.81489
3134.4722,94,367.833289
312.8496,81,367.833364
-1044.5214,5,367.850613
644.82324,106,367.898015
-1066.5012,9,367.932442
-1847.9329,17,367.93251
4237.292,92,367.983205
-1580.3054,13,367.996793
2689.8533,101,368.006965
-1590.69,21,368.007155
-1125.0325,7,368.079405
-1686.242,35,368.079501
-1299.0048,79,368.079518
-2275.5503,37,368.091372
-1911.611,23,368.102022
-1298.5411,28,368.111617
-2301.181,55,368.122539
-1466.7445,16,368.122606
-1191.2234,4,368.134671
-247.5398,105,368.169438
-1489.02,23,368.169518
636.83563,42,368.178866
-1615.5448,25,368.223517
-2028.2935,11,368.237623
-538.24756,49,368.293496
-1448.738,15,368.293586
-511.56024,46,368.303942
-1030.3756,7,368.304038
-1007.01935,12,368.30407
-3789.2002,17,368.313361
-1114.0834,3,368.323512
-684.1384,94,368.333597
-1719.5618,16,368.351033
-1518.9205,24,368.351118
-2577.978,24,368.351135
-1167.1012,6,368.381118
-1189.5612,6,368.381177
-1138.9276,3,368.381193
1412.6189,67,368.390314
-1014.23615,4,368.403926
-2250.9731,8,368.414347
-1050.2076,3,368.439113
-442.66364,29,368.47598
-1047.4396,9,368.495637
-1357.2268,59,368.508176
-2190.104,17,368.508229
-2000.3018,20,368.557967
-1150.058,42,368.576412
-1089.0886,15,368.576453
-1796.6306,21,368.593989
-2042.057,72,368.594048
-1613.0753,66,368.604395
-1140.4971,3,368.620557
-985.1242,52,368.638832
-1717.0507,7,368.639132
-2445.5386,22,368.693599
-163.03888,44,368.693669
-939.4867,51,368.693686
-2950.6616,25,368.703601
-1693.7263,28,368.703703
1053.7908,86,368.718767
-1547.8706,10,368.742142
-1202.5154,3,368.742585
-2373.5566,23,368.758015
-1091.8826,37,368.787034
-846.4316,26,368.796868
-1206.2998,6,368.809761
-3312.3247,39,368.809864
-1049.1135,7,368.833417
-1027.4653,12,368.833485
3764.4092,117,368.868723
-1009.1193,9,368.931211
-2177.9253,19,368.931287
-255.11908,39,368.941438
-2078.7136,18,368.941515
-274.9715,47,368.941534
-1009.64514,9,368.952118
-887.73114,9,368.97074
-1131.1078,24,369.02936
-1081.6273,10,369.058519
-2360.4514,14,369.073514
-1778.2218,40,369.086764
-1980.7261,51,369.086821
1312.4685,92,369.086834
-211.44672,28,369.13246
-69.44464,51,369.175967
-1193.5519,10,369.201632
-1038.941,4,369.201686
-655.0594,18,369.201699
-1137.5205,4,369.252344
-1095.62,57,369.271341
-1479.9592,15,369.287149
-2862.9844,21,369.300696
-4067.7297,61,369.320287
-1757.5575,17,369.329159
102.941284,42,369.357951
-1825.6523,14,369.358025
-916.1844,6,369.369407
-184.43042,57,369.401479
-1409.4718,12,369.4178
-1058.4774,5,369.417896
-1535.2919,18,369.466917
-2032.3066,12,369.466984
1711.0579,73,369.477814
-2116.0952,8,369.583777
-1443.3665,51,369.584051
-5485.655,17,369.58409
-867.82513,10,369.604879
-1787.8035,18,369.653521
-1030.5458,8,369.680957
-1787.0941,16,369.690155
-3144.0093,23,369.69971
-899.42065,9,369.707974
497.18518,65,369.739623
607.83154,76,369.769456
2620.4277,87,369.786108
-487.31323,53,369.861151
-2837.5098,41,369.882162
489.64636,56,369.89236
-1076.5071,3,369.939765
-845.47174,42,369.951048
-2527.0881,55,369.982792
-904.62225,8,369.994657
2057.795,97,370.00562
798.45654,167,370.044543
988.2009,75,370.055932
-1875.6802,6,370.06614
-999.3348,9,370.066238
14.468445,35,370.088077
-1071.196,9,370.088149
-1118.6914,4,370.100797
-985.021,9,370.116592
-3362.9302,35,370.129849
-399.02863,158,370.177581
479.6599,100,370.197385
-1026.6323,7,370.205851
-1603.2523,11,370.235268
-1812.5753,55,370.260625
-1101.4397,7,370.271443
-1029.2924,9,370.287813
-1332.4586,17,370.302048
-955.6044,18,370.313125
-1644.3164,20,370.313181
3.1047363,138,370.322071
404.85516,22,370.331362
-1027.5009,4,370.343475
-1135.2769,6,370.343585
2063.1714,88,370.395704
-1179.6714,20,370.424424
-586.09064,63,370.433367
-733.1935,50,370.453244
-2084.694,58,370.464094
-2481.8633,19,370.517997
-1110.0385,5,370.543406
1673.4617,136,370.6044
416.75226,76,370.636406
-1584.0356,19,370.703146
-1970.3915,23,370.712947
-2727.899,33,370.735882
-1036.1351,2,370.735977
2830.3657,88,370.772275
-351.14697,38,370.791909
-964.3799,5,370.823166
-835.9638,9,370.834079
2314.259,75,370.834181
-1135.2496,3,370.870979
-3930.1628,95,370.889578
-1838.9839,51,370.889657
-1913.6587,24,370.901035
-1094.7069,52,370.935919
-1097.401,4,370.936108
-1061.2943,3,370.936194
-416.7755,75,370.952806
-2878.933,10,370.970409
-1763.5508,60,370.992882
-980.3013,4,371.002129
-864.4223,102,371.018193
-1066.7394,2,371.018248
1050.6746,46,371.018263
-790.84985,56,371.018272
-1060.7428,8,371.042091
-1075.2217,2,371.042183
-1037.6685,7,371.050655
-959.4984,4,371.068775
-1053.291,2,371.090719
-2319.8528,63,371.090813
-3530.6904,25,371.108535
-1436.9362,7,371.119118
-1530.9312,12,371.149042
-3834.8052,129,371.149104
-2390.5176,19,371.160355
374.85193,86,371.160403
3221.3096,167,371.160414
-2619.3096,6,371.17361
-1905.8463,27,371.228179
-1465.9789,6,371.240722
-1324.6576,70,371.261005
-1162.1022,6,371.261075
-1579.9237,18,371.261105
-4617.5215,35,371.279062
-1113.1246,5,371.299862
-1044.9865,14,371.351456
-1962.683,19,371.367472
-1013.32495,8,371.367542
-991.36597,9,371.377296
-761.7122,8,371.398672
-1775.8774,24,371.398751
-4262.8125,27,371.398768
790.7444,37,371.408511
1843.8046,95,371.408572
-1104.7723,3,371.408592
-1153.5167,3,371.437853
-2419.1565,33,371.437934
-1518.4744,60,371.462328
-1119.3984,4,371.462435
-1053.2202,4,371.462453
452.08258,37,371.472456
633.3622,75,371.472527
-918.4575,10,371.481334
-1211.9822,5,371.498137
-418.4878,68,371.498204
-1984.7891,8,371.509503
-1882.1156,5,371.519132
-1220.7622,6,371.546202
-1757.7777,18,371.546275
-868.90204,13,371.55966
-1501.7903,24,371.570672
-1217.1193,5,371.581626
-965.11743,3,371.581707
-2152.255,11,371.600535
-1065.4521,2,371.600624
-1717.6436,16,371.658241
-1634.1819,14,371.658312
-2104.3384,12,371.658327
-1062.222,2,371.683959
1186.8022,41,371.696609
805.1891,77,371.750258
-1177.4121,3,371.762902
-3216.4385,19,371.776234
-868.2111,10,371.817378
-1050.5659,6,371.834654
-2458.4712,53,371.865098
-1626.662,22,371.887104
-923.60626,38,371.887186
-642.4216,55,371.887208
-991.4528,6,371.904003
-1121.6985,16,371.923844
-1109.8917,7,371.943425
-894.9544,26,371.943543
867.9441,113,371.978928
-1815.8184,42,372.010194
-1229.8561,4,372.020489
-493.9433,25,372.033163
-1032.0375,38,372.033216
-1584.9718,10,372.033232
1106.8777,76,372.057395
-1372.8458,15,372.057469
-2711.4316,32,372.075961
-1789.961,5,372.103048
-1048.7126,4,372.125507
583.2383,44,372.138213
-1124.6752,7,372.138298
-1270.6716,8,372.185905
-1026.2845,19,372.18598
-1049.8079,5,372.202929
-871.75464,8,372.222967
2870.1147,63,372.223055
-1542.0857,14,372.223073
1740.2523,105,372.260197
-3577.9646,79,372.260291
-1210.5897,5,372.270984
-1562.2,31,372.271428
-1018.6863,26,372.351263
2403.1714,76,372.351344
-2922.585,40,372.399324
-794.8406,44,372.432523
-1195.5886,14,372.442841
-1246.8872,42,372.47059
-1056.0677,2,372.470671
-1155.3297,4,372.488575
-1221.6074,12,372.504699
-962.14233,31,372.524006
-320.6894,28,372.552368
-2592.2896,35,372.57215
-1640.1995,90,372.593854
-1062.0143,63,372.602715
-1185.006,9,372.62145
-422.21558,79,372.621521
-229.82074,34,372.641612
-2036.9331,83,372.652114
-953.4446,5,372.652203
-5905.3413,47,372.669362
-1032.1962,3,372.687347
-931.6443,33,372.698295
-1525.6455,38,372.698376
-1056.1735,14,372.7112
2934.2793,95,372.720883
-2088.7979,29,372.720978
1096.1697,44,372.747124
-1064.2457,2,372.747209
-1248.0411,11,372.747226
-1116.035,8,372.757647
-1087.9021,4,372.757725
-1369.3359,6,372.770178
-1583.8989,29,372.770261
-975.5235,3,372.786453
-2405.5044,8,372.7967
-1649.2529,11,372.796866
-1036.575,5,372.826795
-1197.9167,5,372.838697
-1502.6993,10,372.848781
449.3316,87,372.861411
-1109.9043,3,372.861469
-1035.2599,10,372.87568
-1749.3181,8,372.885382
25.390137,50,372.905226
-1261.299,6,372.920972
-1665.7971,20,372.947984
-1715.1565,15,372.948062
-1099.8152,3,372.957504
-3894.995,23,372.972519
-1684.2782,13,372.9726
-1033.06,10,373.027842
-1053.0221,38,373.04699
-714.5204,72,373.087684
-1472.7716,13,373.100494
-668.0022,44,373.146921
-981.5775,23,373.147004
136.01001,46,373.169486
-1018.4321,9,373.185972
-3235.3892,17,373.241875
3622.1946,96,373.241949
87.08234,81,373.27089
-4498.546,44,373.298194
-4650.398,39,373.325217
83.64209,33,373.344348
232.98523,47,373.356753
-1813.8784,7,373.379298
-1038.7355,2,373.37936
-2639.3914,76,373.417991
-165.41418,72,373.427978
-308.34155,25,373.479689
587.44354,39,373.479759
-929.96045,12,373.492555
-512.3819,53,373.56316
-953.1277,12,373.563376
-883.72,9,373.582965
-2641.876,56,373.594915
-995.8683,38,373.605984
-938.51337,63,373.606073
-1518.0973,12,373.633778
807.1218,96,373.643417
-914.6486,44,373.676206
419.44208,40,373.703981
-1875.9988,11,373.728594
534.26355,67,373.746367
-1661.4126,26,373.780545
-2103.645,21,373.805277
-945.8062,8,373.805346
-3249.0217,86,373.857403
-3209.1038,24,373.86647
-877.3861,12,373.866543
-108.68628,43,373.879987
659.42566,43,373.88006
-590.07135,118,373.890433
-1205.5864,17,373.938039
-1744.6436,27,373.93813
-69.946594,93,373.952412
370.07184,54,373.967103
-922.26056,9,373.98314
-2727.2734,17,374.006098
-1099.0339,7,374.023322
4138.506,108,374.031775
-1230.2931,4,374.041643
-2778.2869,9,374.058781
-1736.9016,15,374.071677
-1102.6375,8,374.071759
-1720.0977,56,374.088261
-3789.586,26,374.088332
-3020.389,12,374.088356
-1163.4188,6,374.107196
-1224.9202,6,374.127915
-1021.0447,4,374.140185
-3097.6282,48,374.156444
-1339.9174,22,374.15652
4212.6997,90,374.164796
-1083.2103,8,374.186464
-546.80756,80,374.186538
-2591.6528,79,374.19679
-1092.2809,8,374.196866
-738.4211,28,374.208412
-2297.8342,55,374.208476
-1985.4749,7,374.245199
-1013.20557,3,374.245272
-922.90375,14,374.24529
-826.0129,52,374.258511
-3684.5396,56,374.266635
-1190.7654,8,374.326164
4048.4082,98,374.339008
-2920.142,23,374.339086
-2289.602,24,374.3391
-1404.9618,12,374.372157
-1030.2543,3,374.372227
-2811.615,21,374.372247
-2723.9814,16,374.372255
103.084045,30,374.383108
-1593.0828,14,374.402038
-883.31744,6,374.423244
-1035.7576,2,374.436539
-1337.1448,12,374.486671
-482.69382,58,374.486769
-1323.1838,9,374.505282
-2392.0796,16,374.526701
-1483.4084,10,374.535119
-1924.8798,10,374.552835
-2181.217,34,374.552908
-2210.1772,50,374.564227
-1163.0275,26,374.574657
-320.37177,61,374.585763
-1224.377,5,374.613958
-918.5718,6,374.614045
-1126.3739,37,374.614061
-1199.152,5,374.638578
-1052.1859,2,374.65045
-5155.9355,86,374.695156
-1781.802,9,374.695232
-393.66418,46,374.695248
-2372.3516,21,374.751585
-2284.4292,11,374.781089
266.50305,50,374.781147
-1628.9174,25,374.794642
395.7954,34,374.794708
-682.5748,22,374.794726
-940.2611,46,374.804321
-1721.0515,58,374.822523
-1335.5483,5,374.856675
-1549.7449,14,374.874331
-709.9688,9,374.900228
-982.70197,59,374.909425
-1215.9211,4,374.922519
-4082.458,25,374.931059
-1076.5728,31,374.931123
226.68982,47,374.951344
-205.11102,47,374.951707
1506.8317,91,374.972505
-1532.4712,16,374.992797
-976.2978,5,374.992878
-1184.707,4,375.004607
-2779.2773,12,375.004683
-1563.7861,18,375.019917
-3417.5344,27,375.029626
-1177.3873,5,375.064491
-1435.356,43,375.064698
1115.2017,80,375.17315
-2473.7136,33,375.188378
-592.0584,20,375.202481
-1825.4917,23,375.220031
-1660.1625,12,375.220089
712.9884,68,375.220105
387.29285,44,375.24083
-513.6253,18,375.253794
996.42944,62,375.253874
-1044.0787,4,375.253892
-1143.0195,8,375.278822
-1345.4518,9,375.323626
1067.2292,35,375.323738
-2159.272,8,375.349929
-319.37213,46,375.383372
1617.7004,63,375.403209
-991.5696,17,375.421531
-647.77673,65,375.436607
-1081.0779,2,375.448063
-1740.4617,12,375.47492
-1207.3872,19,375.474989
-1162.7777,20,375.503277
965.8374,60,375.503479
-1041.1227,6,375.513453
-43.779663,42,375.513516
-1561.9215,15,375.532701
-1844.5724,27,375.546439
-2101.4844,7,375.564929
-996.0661,63,375.583666
77.302185,33,375.591981
-886.9815,9,375.61643
-1819.6217,28,375.616505
-1264.0796,13,375.635134
-1139.4901,3,375.663498
-1019.32056,3,375.663578
-1661.4473,14,375.675727
-311.3153,58,375.696224
-224.22925,31,375.704374
181.5509,58,375.719941
1578.3228,136,375.737693
-390.1272,40,375.737763
-194.51868,68,375.737781
-2631.5107,17,375.751773
-862.9207,31,375.768381
-1070.0021,3,375.80751
-965.27374,9,375.824538
-1100.8583,4,375.834648
-1270.4565,10,375.844436
-831.2263,10,375.853463
-1710.3174,26,375.873053
-781.1058,29,375.87312
-1093.943,6,375.889162
-1071.0491,18,375.906442
-2767.7146,22,375.935617
-1316.6251,82,375.955718
-1265.852,7,375.967443
200.35461,71,375.967482
-3164.912,19,375.996258
-2341.4736,20,376.00611
-1519.313,13,376.052202
-1524.761,10,376.071748
-1625.6001,15,376.071826
-936.83716,24,376.138326
-134.20264,50,376.138406
-382.59625,97,376.194357
927.12256,42,376.194431
-2927.0388,50,376.20303
-1772.7069,10,376.243412
-679.079,35,376.243491
-1130.1189,6,376.256814
-1172.2646,5,376.256938
-943.1701,56,376.335811
-2853.0657,27,376.35756
-1066.904,51,376.35766
-1351.8767,16,376.418151
-1850.679,17,376.438522
-2713.8452,23,376.438617
-1054.1906,2,376.470402
-2524.2725,12,376.495346
1453.6433,79,376.509425
-901.1044,56,376.518737
-588.5269,24,376.528609
-30.448364,79,376.546771
-1090.8909,2,376.557819
-1149.9362,4,376.568949
-5.921875,64,376.569036
-2476.7095,18,376.569067
-1300.2025,7,376.582814
-1474.4624,50,376.627301
749.3551,54,376.677388
-1203.0142,13,376.705733
-5066.3213,17,376.706015
-1380.6609,22,376.706034
-1102.8541,14,376.735915
-1829.3895,69,376.754789
-1479.0455,67,376.771374
-1149.1886,7,376.850953
-2443.6855,22,376.864088
-2638.6404,30,376.864155
-1259.0605,10,376.864171
-396.49493,42,376.86418
-982.7672,7,376.873935
-3557.0698,17,376.874071
-1598.7263,23,376.890886
-1166.1854,4,376.912375
-1719.1257,64,376.912455
-1015.9337,10,376.927068
-574.4778,29,376.92714
-1741.7589,16,376.944842
4291.8115,126,376.957384
-512.01715,82,376.957464
-1041.2893,3,376.969621
-1829.209,7,377.001926
-1043.4535,2,377.022848
-1001.90186,16,377.049165
-2600.0024,17,377.065622
511.83026,132,377.065706
-1467.7644,17,377.089802
-943.8726,19,377.10956
1853.7577,170,377.109656
-3684.3384,16,377.122574
-1317.8988,47,377.173414
-1066.0452,11,377.183087
-2304.8757,21,377.191174
-1037.9956,28,377.216783
-1051.6445,4,377.216838
-811.4841,8,377.216857
-820.8571,23,377.227462
-2600.6826,20,377.261859
-12.459839,111,377.261925
-2905.4783,18,377.286097
-1186.4395,3,377.302308
-536.8092,120,377.312727
-1259.7516,13,377.341267
30.948792,52,377.353396
-1296.4279,36,377.353458
304.15588,51,377.367672
-1702.4541,26,377.392947
-968.2044,16,377.415092
-2338.504,17,377.42424
-1600.1322,27,377.441107
-1872.0382,11,377.44119
-1079.9218,3,377.475175
-1091.5083,6,377.510171
-1551.7567,15,377.551314
-4041.3918,21,377.551392
453.9452,91,377.563313
-193.2279,38,377.577062
311.98114,53,377.606417
-1091.6394,3,377.606492
169.57019,55,377.620265
-2407.4014,18,377.642111
-531.18085,20,377.653162
-837.9297,9,377.653226
-2293.6187,26,377.671884
-2419.5918,11,377.696269
-776.4432,8,377.710047
-3343.5667,19,377.710135
-1135.1868,5,377.718955
-2379.873,15,377.736331
-1332.8839,4,377.748073
-1370.4054,30,377.763126
-1137.5175,4,377.7632
431.10718,73,377.763215
2704.6,144,377.763223
-1962.4438,75,377.784787
-747.06946,48,377.813336
-1054.8434,7,377.834236
-1469.2058,8,377.8343
-1184.0781,62,377.844269
-135.57745,42,377.85662
-1557.2571,10,377.872106
-807.32556,19,377.872178
-1992.2812,47,377.892619
156.4563,46,377.913133
-1174.5063,6,377.930742
-1061.7386,5,377.941616
-1140.0466,4,377.941672
-1207.4172,8,377.941684
2206.2505,139,377.960388
-1445.1061,6,377.960459
1345.0475,63,377.979074
-2591.1038,17,377.979135
2269.996,57,377.979165
-134.15009,39,378.009635
-382.1012,24,378.029997
-2333.1438,13,378.041443
-1902.6616,30,378.041521
-844.09033,7,378.059924
-1066.0712,2,378.059989
-3732.0078,35,378.134152
73.66376,39,378.148973
-1629.4039,31,378.15809
-1777.102,15,378.176736
-1484.1849,46,378.191752
-1645.0753,25,378.23388
-1057.2678,9,378.25397
-1291.316,23,378.254281
-2644.4644,84,378.254306
-1864.2607,25,378.273136
-812.79865,30,378.273203
-75.30536,27,378.273221
-856.6369,20,378.28895
-1108.0653,4,378.303411
-2354.2114,13,378.322839
-1762.71,13,378.343325
-785.6656,41,378.35772
-1983.6603,61,378.369582
-799.88983,53,378.388724
-912.5555,6,378.403881
-1237.7539,10,378.415257
-1591.9661,3,378.464347
-1255.1472,17,378.464701
-1200.7085,41,378.482555
-1754.057,18,378.494641
-884.27185,9,378.494708
-2014.6602,13,378.51424
-225.77759,30,378.545587
-875.4061,5,378.563816
-860.12036,65,378.587912
-3745.5642,43,378.587985
-1268.8065,14,378.605326
-1005.3447,10,378.605383
-1104.8795,5,378.622928
385.92065,29,378.64311
-978.9385,7,378.652211
-1155.0602,29,378.660701
-1218.3109,4,378.690116
-2028.6537,7,378.690199
-1641.9062,15,378.690222
406.04694,52,378.705444
-1097.4426,3,378.731061
1586.6016,71,378.731117
-1065.0115,4,378.740345
-2234.0117,42,378.740417
-1221.5741,4,378.778934
716.39264,39,378.788816
-954.0372,35,378.81373
-1004.2314,3,378.813813
-1643.9536,17,378.813845
-1345.6647,17,378.856046
-1453.2656,4,378.856113
-1162.9828,17,378.867511
-2388.3643,11,378.867585
-2664.8318,8,378.876791
-1116.61,13,378.876876
-613.9036,67,378.893613
-1348.6553,26,378.913272
-1443.5093,32,378.923532
-3810.482,6,378.943917
-2892.272,11,378.943983
-4881.5166,28,378.955294
-443.63635,39,378.965032
-2246.8105,32,378.977227
-1033.8362,9,378.988894
-962.67017,21,378.98896
-312.60876,56,378.988991
-94.09741,52,379.040383
-2673.2002,9,379.040466
-877.1047,13,379.040484
-2234.3357,18,379.063719
-1586.6896,16,379.063784
-1014.9446,7,379.0638
-1016.22015,4,379.092396
966.8496,63,379.09244
-1037.5701,2,379.092453
-991.5492,5,379.10916
-2105.2163,6,379.120439
887.75574,95,379.130533
-718.02625,57,379.163885
-1351.9736,15,379.163949
-915.7091,6,379.186842
-788.42615,9,379.198149
-964.69104,24,379.198213
-2088.8506,22,379.198229
-1863.715,45,379.222876
-941.8621,5,379.22298
-1124.618,3,379.235001
-1333.8411,4,379.244262
-821.618,6,379.256494
-1344.2981,18,379.280144
-760.4233,29,379.307214
