#{"t_start": 1763749154.972331, "env_id": "None"}
r,l,t
-1026.9108,16,350.879735
-1227.044,8,350.879754
-1330.4225,22,350.899116
-912.4906,10,350.912024
2053.0928,113,350.912319
836.0754,45,350.923006
-2504.3252,22,350.923066
-2071.3618,13,350.935683
-1026.4706,27,350.945772
-1145.5978,6,350.955825
-300.68335,44,350.971381
-773.28076,74,350.971461
-1112.4329,6,350.984045
-1135.6309,6,350.984105
-3561.3704,22,351.01367
-1417.4326,6,351.023232
36.754395,35,351.04272
-2739.2925,48,351.08204
-1306.4807,14,351.082121
-905.00854,8,351.099609
-1275.0623,13,351.108945
-679.9685,17,351.129751
-881.0209,13,351.142519
-1304.365,6,351.198315
-4029.371,12,351.22697
-3576.774,72,351.227272
-52.775757,96,351.25225
-814.3109,24,351.262045
-1571.19,29,351.262116
-1087.9946,2,351.280107
-1760.6338,20,351.280176
-768.948,92,351.307707
1878.4081,66,351.362625
653.1373,54,351.399793
-630.2866,80,351.399903
-1656.7563,18,351.443436
-1419.9292,6,351.443525
-572.45233,26,351.443555
-1059.6724,5,351.466388
-1601.3103,31,351.485395
-460.15125,36,351.485435
-2470.1396,32,351.501298
-1774.1362,51,351.501366
302.25183,108,351.595796
-922.66864,11,351.668654
-1178.0568,7,351.699028
-900.6367,31,351.699128
-1613.1893,11,351.851518
-1096.2301,6,351.936599
-893.0657,5,351.93672
-137.57721,38,351.936744
-2509.773,13,351.936752
-2182.1907,15,351.936759
-1984.2102,25,351.994799
-1041.5907,3,352.037257
936.8685,46,352.03736
-974.6471,4,352.072692
-972.0399,4,352.072783
-1477.4515,17,352.115362
-4280.1553,22,352.165309
-930.41656,7,352.165368
-1036.7394,4,352.165381
-951.429,25,352.223655
439.36,34,352.241306
-962.623,6,352.2414
-851.08466,8,352.261447
-947.73566,5,352.315357
-1114.4634,8,352.315429
196.98547,88,352.336317
-1875.1672,18,352.336385
-2675.9507,14,352.348577
-1006.6861,6,352.362224
570.0341,42,352.403687
-2932.437,18,352.403766
-832.9988,9,352.40378
-939.0387,39,352.440745
-1633.9347,12,352.504697
-1080.814,8,352.533309
-1065.0896,27,352.575523
-2422.3906,47,352.640616
2409.1533,86,352.66226
-2370.892,22,352.674892
-229.83673,36,352.691446
508.63074,69,352.691521
-441.6626,70,352.712656
-1253.1838,30,352.737361
-1012.362,3,352.737425
-1037.4822,7,352.737439
-505.81757,36,352.748212
-972.39844,2,352.760035
-1843.9242,19,352.77177
-949.3052,9,352.808079
-1088.0204,8,352.808142
-631.0076,35,352.826183
-1458.668,13,352.835941
-939.48694,4,352.865469
-1799.7853,10,352.899423
-1546.1481,17,352.89953
-1055.7238,2,352.923258
-1016.57623,61,352.923322
-3061.2825,45,352.939601
-1595.7974,8,352.939671
469.88794,48,352.949906
-1200.0968,11,352.949972
1946.5868,79,352.974748
382.74536,88,352.986484
-987.22943,6,352.997852
1268.9795,63,352.998056
-2771.71,15,353.009632
-2047.7312,13,353.02945
-983.23303,3,353.064857
3758.3782,102,353.092123
-1542.0265,13,353.10279
2696.4763,81,353.117111
-1502.4519,30,353.139367
-1462.8589,13,353.150098
-2549.7827,63,353.150157
-2503.2705,117,353.160777
-1912.0707,35,353.172076
-1778.0088,17,353.19018
368.99268,49,353.200432
-1152.6508,4,353.211948
-3106.8481,65,353.227741
-2441.2139,60,353.250463
-1194.3207,8,353.250544
290.19373,42,353.273778
-643.0855,21,353.290699
207.81958,28,353.302564
-698.0947,24,353.312907
-1173.4265,15,353.312983
-1274.6493,19,353.343722
-1950.4734,11,353.356647
-1106.46,4,353.389976
-863.8613,31,353.390083
-1050.4879,11,353.412854
392.9701,42,353.425282
-322.30115,41,353.436297
-110.97711,57,353.467535
-1219.7977,84,353.467613
-692.04584,14,353.467628
-1016.54865,2,353.499216
-1282.9978,3,353.521609
-952.4423,6,353.52171
-2125.8408,45,353.548729
-947.8651,2,353.564089
-2238.458,18,353.564194
-1735.8173,26,353.564215
-150.29663,47,353.579673
-960.13135,2,353.593307
-1726.6394,25,353.605011
-1949.8247,39,353.616364
238.26154,36,353.635292
-1687.8945,7,353.654437
-1552.9128,13,353.66842
-995.484,15,353.668512
-2166.5122,10,353.687393
-3242.9841,26,353.706377
1091.1626,39,353.764153
-1312.5835,20,353.781646
-1187.863,13,353.781748
-699.08606,45,353.781765
-1541.7372,33,353.851512
-1905.8699,23,353.885403
-1086.9764,2,353.885488
-1641.1637,18,353.913412
-2022.255,39,353.913501
-895.27313,32,353.927709
-994.3786,5,353.948634
-1658.3628,13,353.948718
1080.1663,62,353.960528
-1000.9137,2,353.978791
-1583.7448,27,353.990114
-2100.165,17,353.990172
-1080.4485,3,354.001882
-1424.3453,55,354.030807
1178.2397,37,354.045822
-1577.5532,11,354.085711
-1515.5901,26,354.116071
464.18677,36,354.116173
-1856.069,82,354.130675
-3237.6367,12,354.15011
221.39258,49,354.177097
2072.8457,77,354.185903
-1168.1068,47,354.207397
-1104.5614,33,354.207464
2349.3228,72,354.207481
-2269.7334,26,354.218497
-3842.0518,53,354.247236
-747.04663,29,354.27287
-1832.5122,46,354.292598
-2012.0249,30,354.3141
-1049.1732,10,354.339652
-486.8015,30,354.386455
-944.61206,12,354.408234
-345.79565,60,354.429521
-1463.7917,19,354.429626
-924.4111,7,354.429644
-2500.7183,36,354.443179
-2887.3945,32,354.443352
-747.14514,24,354.4828
-133.88306,28,354.503452
-4271.608,86,354.516543
-1892.4371,30,354.516604
653.2313,100,354.537269
-1169.7769,4,354.576436
-2623.3003,41,354.576584
-1566.9329,13,354.601034
-1900.8545,13,354.662633
-3232.2468,27,354.732489
-1061.8851,18,354.748231
-1050.9094,38,354.788161
-625.1848,40,354.798839
-1757.0823,18,354.837858
-1717.4648,9,354.837969
-3721.374,27,354.851206
-2281.9229,40,354.875789
-1091.5966,7,354.875855
-1593.1433,19,354.889553
-1897.0796,5,354.902671
-1689.3611,6,354.941183
-603.8878,62,354.950302
-1015.6888,9,354.970641
-1054.0293,2,354.970716
-1059.478,14,354.992301
-224.33215,64,354.992357
-833.0857,40,355.001518
-421.695,35,355.001586
-1012.7365,3,355.022961
-469.7342,21,355.033643
-327.62555,37,355.033698
-1073.4171,2,355.063963
-1012.88293,11,355.064019
-881.85706,73,355.10226
-1264.7653,58,355.102355
-1138.2749,8,355.130337
-2435.5942,17,355.179066
136.06873,95,355.17915
-1153.122,14,355.179167
-1649.5669,52,355.192997
-1314.0426,12,355.193062
-1110.8348,30,355.2042
-1911.6453,11,355.204282
-817.5044,45,355.204299
-1063.7506,4,355.231818
-1140.9711,60,355.244905
-921.63727,9,355.244987
-1150.3303,4,355.24501
-1225.7695,23,355.257515
-899.16895,5,355.266462
-922.5921,7,355.266524
-1459.5867,48,355.307713
-970.10236,7,355.307785
-2240.061,7,355.31781
-1434.4916,29,355.444293
-2297.4048,104,355.455958
419.16547,41,355.466535
-1269.2,8,355.516063
-1696.2678,18,355.516134
-1545.4114,7,355.530652
-1506.6099,16,355.561009
-1008.81116,3,355.561073
-1060.9272,10,355.588759
1038.0293,98,355.605434
-1589.7794,7,355.617565
-1114.9341,7,355.629629
-1005.6593,5,355.62972
-4536.629,27,355.640136
3855.6724,87,355.640292
-1091.9014,39,355.649966
-1572.5183,31,355.659609
-1101.7634,6,355.670263
-3015.1494,39,355.684008
-1182.9193,5,355.684078
-1024.931,6,355.70776
-1814.923,43,355.736768
-650.0014,51,355.736837
-1819.1545,33,355.746057
-1199.0168,5,355.746117
-896.22327,33,355.756195
-2188.7305,34,355.756233
-1096.0615,2,355.756243
-243.99213,40,355.779551
-1044.1351,9,355.793494
-1121.7788,8,355.807874
-965.29175,7,355.836269
-2002.512,14,355.836342
-1473.924,90,355.847011
-1195.9716,9,355.856737
2540.6245,92,355.895437
-2026.0865,21,355.895511
-1128.635,6,355.91359
-1098.3184,32,355.950745
-3200.9233,7,355.968501
-4165.082,20,355.979164
-1062.7529,23,355.990132
-1435.6693,22,356.000616
96.00012,86,356.010453
-988.4923,22,356.036397
-1038.3763,9,356.070863
-941.9237,5,356.093296
-328.08472,27,356.131599
-4021.4763,26,356.13167
-1737.2568,14,356.14375
-1124.2343,3,356.172046
-588.01,44,356.185487
-978.78,23,356.185624
378.9784,39,356.207882
-1032.5175,5,356.207943
-1031.9349,3,356.231849
-1824.1628,73,356.24332
-1376.6786,70,356.265367
-2326.2434,39,356.287104
864.1067,67,356.298947
-1114.9996,3,356.299004
-2058.123,57,356.322325
-1160.6656,23,356.322371
-1072.406,17,356.332167
-1918.5684,60,356.348511
-924.1668,10,356.357261
-990.2156,44,356.369522
-1267.3452,8,356.379906
-437.188,21,356.411367
-512.0338,53,356.421576
-971.2655,8,356.445571
-1051.9982,18,356.459354
-1027.7275,2,356.468256
-1072.5277,2,356.492408
-2080.527,16,356.511206
1358.3618,47,356.546085
-550.05273,53,356.546204
115.98932,45,356.558337
2478.505,95,356.569983
-155.21698,31,356.579935
-1087.5203,44,356.630765
-1781.3229,19,356.650835
-1026.2593,9,356.662931
-1134.8146,17,356.662988
-976.6185,39,356.673905
-1120.5358,8,356.686117
-2009.3433,30,356.6862
-1151.1165,14,356.716865
-691.1474,7,356.725702
-771.77747,92,356.757231
-1645.4224,5,356.779352
-1461.4186,34,356.789334
-1147.6648,9,356.789398
-1052.0072,6,356.799465
-4186.265,13,356.820486
-1013.09644,45,356.832697
-3674.8735,28,356.843822
-1032.5076,2,356.858682
-1045.136,4,356.86938
2094.5103,109,356.878679
1952.4674,72,356.890753
-1266.1263,22,356.91001
-802.31506,11,356.920784
-1095.5122,12,356.920861
-905.975,6,356.920878
-1109.4779,8,356.932925
-1397.045,7,356.943376
-1753.4835,59,356.989784
-2285.5903,43,356.989889
-648.4789,65,357.01681
-1310.1107,9,357.037297
-3537.126,33,357.048259
-536.09607,65,357.048329
-1935.7375,24,357.06864
-150.04767,45,357.093916
-25.651978,62,357.094001
-1264.7101,28,357.10967
-1130.589,7,357.129754
-458.75095,46,357.129852
-1762.2234,11,357.14021
18.62146,68,357.151745
-1289.4502,13,357.161111
-1285.4513,6,357.174256
-2034.5002,24,357.183032
-1012.61523,4,357.194479
-1650.9626,20,357.194558
-1164.7266,11,357.214427
-1215.1772,6,357.214531
-1710.3447,10,357.256835
-383.37463,25,357.256902
62.746704,74,357.266095
-1817.2114,13,357.285207
-4582.923,22,357.314289
-549.3497,32,357.314375
-2415.3857,13,357.322724
-409.3167,25,357.322784
-941.8186,24,357.334163
126.33124,56,357.352823
-3380.7668,12,357.38917
-1268.4902,12,357.38927
-1042.8344,7,357.399704
-1011.32666,6,357.399797
-1523.7771,16,357.399815
-2799.6873,44,357.409789
-2086.7183,12,357.421046
-731.3213,16,357.443211
-1058.0377,3,357.452464
-2564.9185,61,357.472587
-140.23206,47,357.488242
-1142.7959,4,357.498606
-1067.6837,8,357.498693
-1422.7095,15,357.508353
-1575.9513,12,357.517776
-1425.0752,17,357.541428
353.83722,37,357.541539
-2017.0933,7,357.554694
-1508.2662,96,357.566578
295.59595,36,357.577964
-1993.6201,18,357.589578
-1479.4847,35,357.589692
-1446.0442,13,357.589717
-997.40735,5,357.601779
-2033.2661,5,357.612122
-1194.9545,5,357.63109
-865.0017,4,357.631156
-1024.9666,20,357.631172
-1279.0968,14,357.663421
-1080.325,3,357.663565
-1195.2498,8,357.686739
-205.81488,67,357.70927
1224.2288,36,357.726871
-1344.8374,10,357.726986
-2178.0122,19,357.745203
-1550.2366,11,357.755467
-5049.045,32,357.765061
-982.4393,4,357.774362
-1772.4331,17,357.78546
-969.3259,7,357.785527
-1001.148,6,357.794736
-2557.6758,52,357.808898
-1413.4304,53,357.808968
-3269.497,44,357.830083
-1122.9973,7,357.83016
-1843.5117,31,357.860322
-1121.3384,3,357.870777
-3880.6099,20,357.890342
-1365.9603,10,357.900408
-1354.7415,8,357.900482
-1048.3368,27,357.923579
-1853.6978,13,357.923639
-922.81067,7,357.923655
-1173.6927,3,357.934353
-3821.249,33,357.934412
-1647.3215,33,357.987673
-1937.6665,20,357.987772
-2151.181,50,357.987791
-378.5083,31,358.03637
-997.25024,4,358.036509
-1109.7014,5,358.046671
-1166.8959,3,358.066679
-937.809,38,358.077508
-2165.631,18,358.095623
-969.0491,9,358.140739
-1173.429,17,358.140808
-937.79504,13,358.140826
-1006.5378,8,358.140833
1195.2317,80,358.140839
-2494.2515,19,358.153079
10.247559,31,358.153158
188.00635,90,358.161805
-1125.8119,5,358.21595
-1038.9751,9,358.249055
-747.4282,10,358.26281
-944.1831,11,358.271808
-1687.9778,13,358.302561
-1537.1053,18,358.302649
-1173.5039,12,358.302684
-1200.7126,7,358.344229
1772.5383,71,358.344311
-789.70703,9,358.381832
-157.87744,38,358.381926
-1265.0402,7,358.392362
-1387.5011,50,358.403488
-2013.6553,44,358.44705
-1847.1699,9,358.481982
706.7915,156,358.493478
-1089.5923,8,358.493755
-1048.5052,2,358.505015
-1839.7607,49,358.516394
-2535.3823,32,358.526525
-780.10046,52,358.558379
-789.255,40,358.57691
-2847.7195,17,358.577
-1041.0868,2,358.577017
-1206.423,8,358.589033
-281.22095,66,358.598615
-2577.454,13,358.599005
-1310.9429,37,358.599032
-929.3926,8,358.608019
97.75244,78,358.618346
-690.3484,64,358.636833
-5505.017,26,358.648451
-1161.9794,13,358.660974
-1150.199,5,358.661046
-262.46002,52,358.692486
-954.87,5,358.692557
-1402.1719,37,358.711498
-1046.1354,4,358.744701
-1880.0483,18,358.744795
2239.8948,105,358.767867
1256.7174,40,358.781544
-964.3461,3,358.781629
-317.6577,81,358.79723
-938.7303,7,358.806752
-525.09045,48,358.806819
-2049.0957,17,358.818528
-1728.1207,20,358.842782
-1815.0093,15,358.873639
-1126.2795,8,358.900186
-2390.2234,15,358.926445
-1163.616,4,358.949697
-1170.7305,7,358.965834
-965.52716,3,358.965914
1136.9065,53,358.979043
-2765.4248,15,358.979115
-2620.052,31,358.979132
-735.4486,14,359.015308
-1122.5941,5,359.040568
-976.01,7,359.055106
-2336.8394,32,359.055181
-3611.9722,39,359.055198
-2274.8904,6,359.055207
534.19293,39,359.072477
-1574.404,5,359.085658
-955.13385,3,359.096652
-1812.0557,12,359.107561
51.010376,97,359.118381
-687.7218,27,359.118452
-1390.988,4,359.148407
1879.0094,64,359.160114
-1824.5854,7,359.173365
-1696.1497,17,359.173434
-1035.4534,2,359.173452
-1290.237,73,359.182702
-900.58093,13,359.197924
-959.4979,19,359.209065
-1137.2389,3,359.209131
-543.9977,45,359.209146
-1339.1965,14,359.221946
-209.64642,37,359.222029
-1227.4415,9,359.222273
611.79517,37,359.234206
-847.5602,9,359.261024
-575.1915,37,359.261083
-1119.4169,4,359.27441
-611.5679,39,359.274478
-2642.7646,14,359.274495
-2227.0957,9,359.285014
-1466.6833,19,359.296606
-1064.6841,3,359.308703
-3336.916,9,359.308784
-1303.4988,12,359.308801
1239.8245,73,359.35732
15.965271,27,359.357405
-1346.867,10,359.368239
-693.49725,69,359.387664
-1504.6294,8,359.387733
-2376.0337,17,359.387747
-758.9631,73,359.478481
-1259.4744,8,359.478551
-2928.4624,30,359.511796
-2946.8755,19,359.524954
-1500.4445,12,359.539277
-2105.8691,16,359.550511
-1177.5422,32,359.584356
-1163.4764,4,359.584433
-1709.9463,20,359.594644
-2422.0344,18,359.603038
-857.76624,10,359.642791
-798.965,30,359.65643
-854.5269,7,359.678616
-1248.8739,35,359.692625
-1484.3323,44,359.72336
-1016.71716,6,359.755431
-799.0637,48,359.767267
-2104.753,16,359.767362
-282.4095,44,359.779917
-1353.917,25,359.779996
-1190.2418,7,359.807212
-1307.4564,100,359.828468
-2841.7693,106,359.828554
-1836.6267,6,359.837922
-1504.4109,24,359.860382
-1583.606,22,359.860458
-1044.2297,2,359.881083
-2368.013,12,359.899161
-2086.4424,13,359.936375
508.12537,28,359.947147
-1154.6033,19,359.95811
-942.92786,10,359.958176
-1247.9998,4,359.997122
-2630.1963,12,360.007734
-1031.1973,11,360.016181
-1160.0123,5,360.052371
-544.21185,60,360.052714
-2093.4893,46,360.065646
-2339.1519,5,360.076033
-2160.8818,28,360.142297
-675.3924,75,360.142383
-1667.8765,13,360.15465
1235.1145,79,360.155017
-1193.8021,4,360.186181
-976.01215,6,360.218995
-1234.3241,36,360.21909
-1081.4135,5,360.248088
1092.5525,94,360.270746
-1051.1539,4,360.270817
-2437.8296,88,360.270832
-467.89337,29,360.296235
-754.52,97,360.296294
1964.726,108,360.296309
-1796.4137,14,360.31014
-1120.9255,3,360.310228
-923.3606,8,360.319434
-2124.314,16,360.359412
1646.885,73,360.359569
-2182.6062,24,360.359906
303.4015,75,360.359935
-2143.0193,11,360.488203
-1122.3772,3,360.488262
-1098.7948,6,360.524495
2058.5913,69,360.551121
-1188.1095,34,360.56819
-1068.7639,8,360.587826
-1122.7267,14,360.598684
2096.9597,64,360.621503
-163.08551,60,360.62158
-405.0985,49,360.621598
-977.26733,7,360.634791
-1154.7095,4,360.64478
-501.40967,66,360.644856
-2322.209,21,360.666655
-2426.516,16,360.715173
-1451.1565,9,360.731954
778.3602,137,360.742086
-2388.9414,22,360.75607
-1539.474,27,360.775676
-1651.6974,13,360.77577
-920.6245,17,360.823242
-1286.7427,6,360.847269
-857.74445,9,360.847346
-2968.3179,10,360.868125
-1206.1903,6,360.890918
344.83685,30,360.913094
-29.533875,43,360.913174
-1272.9863,24,360.924047
2866.466,100,360.935059
-2380.7405,49,360.975661
-1613.0544,11,360.986761
574.2147,46,360.987096
-2387.1592,52,360.987127
-1095.0662,71,360.987138
-1495.4788,15,361.0108
-1011.8123,9,361.010886
1778.7058,72,361.023306
-1165.4602,55,361.02337
-1560.7402,36,361.05636
-1386.2794,57,361.066447
-3819.955,17,361.078264
-913.11273,8,361.078321
-1212.3236,27,361.078336
-1460.6731,6,361.078342
-1261.4879,6,361.091413
-2350.417,7,361.091495
-1129.542,3,361.108455
-2871.2686,12,361.120556
-1697.738,17,361.120631
-1608.3469,13,361.130193
-2370.9468,19,361.130262
-1237.0201,39,361.161979
-1943.4786,6,361.173806
881.8009,96,361.173907
-2668.5378,49,361.184859
-1047.1459,4,361.203679
-1009.76465,8,361.216969
-1399.2998,18,361.217068
-1941.5215,16,361.232597
-1166.19,3,361.244656
-1099.709,17,361.265931
-3084.4072,26,361.276475
-1142.0585,5,361.289693
-954.70776,19,361.301431
-1536.7192,63,361.301507
-1069.8164,4,361.330189
-2018.7041,23,361.330253
-1143.8542,3,361.367008
-925.29834,8,361.387973
-383.02838,25,361.399735
-1121.9691,3,361.399806
-2902.8691,21,361.410628
-1277.8083,47,361.437866
-1031.8885,2,361.43791
317.2566,30,361.485832
-2941.0146,34,361.485963
-1445.1356,6,361.498082
-987.86475,4,361.516935
-4358.941,27,361.525871
-1143.9943,6,361.5368
-1786.6868,22,361.562665
-1276.9556,13,361.577484
-646.1766,98,361.577558
-279.7445,42,361.577576
-1118.0886,8,362.636929
-1645.6001,11,362.637008
-1931.1201,12,362.648141
446.31445,56,362.660259
913.3728,36,362.680563
-1060.9702,6,362.705526
-2323.2205,74,362.721236
3187.8713,86,362.732081
-1067.9064,2,362.743431
-903.21265,50,362.743522
-609.07117,54,362.743542
-1319.1094,17,362.777891
-1548.8899,19,362.790963
-1021.9076,10,362.791079
-1903.1793,5,362.803051
-1271.0892,5,362.833367
-3918.2458,16,362.83344
1619.3984,100,362.855282
-2998.044,26,362.85535
-2259.193,36,362.868493
-533.36505,50,362.86856
-3180.8267,7,362.898326
-1244.4982,11,362.898391
-1077.3837,13,362.924948
-985.8953,4,362.92501
-1551.5046,4,362.950707
-851.5841,35,362.95941
-1286.4478,7,362.970871
-1053.8438,8,362.97097
284.16492,57,363.004146
-1090.345,8,363.004211
-1087.2654,9,363.004227
-1164.134,4,363.0168
-1222.3031,6,363.03769
-1539.4973,9,363.037819
-1005.2672,4,363.066437
-581.2187,58,363.066525
-1927.7772,19,363.066544
152.41553,72,363.098234
-1084.3298,40,363.098323
1739.836,68,363.098379
-1407.745,35,363.098397
-1023.4381,6,363.112768
-1549.0183,5,363.123425
340.65955,61,363.139027
264.8813,33,363.139119
-2079.545,15,363.158563
-1026.1128,19,363.158635
-1363.7097,13,363.166684
-1228.2228,16,363.20136
-812.23816,31,363.220296
-1183.5845,7,363.240309
-1828.214,16,363.252104
-352.36713,40,363.26479
-2025.2076,20,363.264894
-2475.9937,15,363.281499
-1218.0153,17,363.304986
-1027.7479,3,363.315958
-1440.801,58,363.316017
-970.61774,9,363.316032
75.89807,36,363.326277
-1127.6558,5,363.32637
-2584.3164,24,363.371693
-1066.5867,25,363.389833
-746.80066,31,363.419502
-1693.5161,29,363.439634
-1862.4532,14,363.45704
-1320.0669,19,363.457125
-154.01294,31,363.487562
-1566.7264,30,363.505769
-1079.846,9,363.557278
-1168.7546,6,363.568155
-2124.721,13,363.592117
830.1477,49,363.603838
-1098.5133,3,363.636882
-925.91614,9,363.67328
582.5493,52,363.723819
-1035.5217,36,363.723879
-1038.7887,7,363.723893
-2411.2637,21,363.738938
-383.27405,32,363.763173
-3013.8577,41,363.787489
812.2284,75,363.800251
47.904053,47,363.800314
-981.8865,9,363.841538
-1092.8596,10,363.856368
-959.93726,9,363.856427
428.96448,58,363.856443
-1597.4517,6,363.876563
2165.0618,80,363.894309
-1714.2216,41,363.905122
-1845.5098,7,363.922022
-3516.2925,68,363.930133
-4183.0996,58,363.944262
-2134.893,12,363.944321
-2004.2649,23,363.944336
-1037.1351,8,363.944344
-2310.746,32,363.955966
-1343.458,50,363.966229
298.97174,59,364.005436
-1063.4679,5,364.005546
-1500.9498,9,364.037821
-2745.502,10,364.037897
-1170.2305,3,364.037914
-966.50323,7,364.081079
426.5056,66,364.095676
-1146.9792,5,364.095745
1902.873,56,364.119018
-1281.3425,68,364.119081
-1001.68396,5,364.14721
1747.9243,126,364.147283
1697.7174,135,364.1473
-2902.833,19,364.164649
-182.43518,24,364.180445
-236.0597,50,364.192361
-2484.9595,14,364.201933
-2523.2612,16,364.221107
-2626.7278,13,364.241541
-1185.8665,12,364.26318
-4487.03,33,364.263249
-954.3272,25,364.263267
-1063.5522,13,364.275736
-1669.4922,10,364.286519
-2533.0637,11,364.286602
-2344.78,5,364.320944
-1375.6838,9,364.350195
-1123.1617,7,364.350383
1345.9883,97,364.363244
-1098.8588,42,364.410116
-643.0995,49,364.430642
-1519.4738,25,364.45003
-884.02356,10,364.467613
-1729.532,17,364.497807
-606.3223,29,364.515012
-3965.386,47,364.531954
-2834.7998,25,364.549057
-2159.4148,15,364.571618
-880.96313,7,364.571687
-1186.4897,4,364.592299
-608.1417,32,364.602173
-664.15656,9,364.620435
-1555.1592,8,364.637787
-788.1449,8,364.647806
-1675.7537,74,364.657
-1117.6611,8,364.673655
-1173.6133,3,364.673724
-1578.6431,11,364.684075
-1553.6473,7,364.747895
-705.6589,77,364.772098
-33.157898,42,364.800715
-973.2273,30,364.801059
-20.63684,45,364.825053
51.38141,42,364.835322
-1308.5741,6,364.846431
-1185.961,7,364.876009
-911.9889,7,364.876067
-1065.4055,19,364.894271
-1308.5547,7,364.902644
403.53784,42,364.91408
-1396.7263,54,364.914161
-1077.325,5,364.936814
3560.8726,101,364.936894
794.6906,63,364.960042
-1793.145,68,364.985892
-903.2891,6,364.99774
-953.46405,9,365.027018
-801.5077,26,365.045179
-1915.9095,13,365.075396
-1352.6152,15,365.096219
-926.58057,8,365.106681
-945.8334,43,365.133066
-2648.3252,54,365.133139
-711.5043,43,365.173898
-1991.1732,21,365.185102
-1482.539,5,365.194992
-1077.4215,2,365.195073
-1980.6843,30,365.203557
777.1256,105,365.214144
-1132.4893,13,365.225778
-3571.9536,17,365.225843
-1154.4386,5,365.234756
4326.3867,121,365.245879
-1036.6472,3,365.264337
-3576.287,15,365.264402
-1027.8987,7,365.274925
-1212.7095,52,365.289234
-1359.3184,9,365.334
-955.8799,7,365.334095
-1026.9578,4,365.334115
-1057.6614,7,365.36385
-1007.7956,6,365.375107
-1093.7478,3,365.375168
-1716.5739,11,365.375183
-1015.211,4,365.385614
-1226.2192,41,365.403873
-1216.9341,8,365.449969
-1386.5415,21,365.465873
-1298.7594,8,365.466016
-1941.0836,64,365.466031
-849.1714,8,365.466036
-313.32385,41,365.483235
-4061.4685,13,365.493565
-1407.1118,32,365.50273
-822.6162,20,365.502805
-1207.4181,5,365.524209
-1418.4855,8,365.562882
223.51733,42,365.580333
-317.7196,39,365.5804
-960.07587,8,365.580416
-2657.7783,19,365.597842
-994.1879,4,365.610847
1497.0042,91,365.622338
-1120.5275,10,365.62241
2347.8452,125,365.622426
-1439.2854,11,365.667521
-926.3626,7,365.667758
-2558.751,33,365.679181
-1531.6249,19,365.690602
-563.12646,68,365.690712
-979.20416,10,365.714624
-2179.3115,9,365.746935
-1052.2858,6,365.75844
-2105.6196,9,365.758492
-1229.4474,6,365.783465
1309.1177,115,365.783537
-991.02295,3,365.811048
-2012.3464,13,365.834383
-1258.672,56,365.834455
-102.626526,34,365.834473
803.4878,155,365.84806
4103.6235,102,365.848116
-1021.9975,10,365.860476
-939.8927,9,365.860598
-1106.9917,13,365.870944
-507.29028,33,365.881635
-2406.042,18,365.917675
-2063.1487,44,365.941762
-822.2169,19,365.942084
-915.83514,9,365.968835
-1098.8752,87,365.968926
-1638.0061,13,366.00252
-3475.6035,14,366.002619
-994.51904,9,366.021638
-891.28204,15,366.021711
-1365.56,17,366.021725
-124.732605,44,366.021732
-1802.1669,22,366.044414
-4011.2183,18,366.083071
-2344.3438,9,366.083141
-956.4868,4,366.09497
-841.2842,21,366.106102
-1164.4097,20,366.116041
-1508.5747,9,366.116111
-1251.8533,75,366.137307
-1052.6794,7,366.167581
-994.3766,8,366.201998
-1078.6389,21,366.202093
213.30212,46,366.213358
-1234.7875,7,366.225838
-1022.9488,2,366.225934
-1127.2963,7,366.260973
-780.0758,34,366.261052
404.2271,52,366.293042
-5876.8477,21,366.293108
-2686.4824,17,366.343785
143.2826,58,366.343865
-1064.5677,5,366.353547
-1066.4004,2,366.361911
618.6516,27,366.361982
-2214.3801,14,366.379622
-1152.7316,9,366.379702
-1575.2617,13,366.390724
766.71893,71,366.400547
-1417.0079,35,366.414469
-990.03186,10,366.414535
-1183.2834,3,366.424704
1308.5571,74,366.424774
-2779.0098,71,366.476525
-954.50684,12,366.497858
1130.3491,47,366.515784
-1621.7963,12,366.515845
-1083.1077,2,366.543306
-909.5448,42,366.543365
-1853.5244,39,366.607479
1031.4133,66,366.607563
-1067.1274,3,366.644719
-1839.1045,16,366.655958
-1066.1267,23,366.689528
-2533.08,44,366.707461
-1062.8589,29,366.728084
-1262.6542,5,366.75221
-1116.6372,30,366.763566
-2448.4468,21,366.763667
-697.24084,32,366.798281
-2829.1204,20,366.806755
-1554.5254,42,366.81664
-1559.607,45,366.816709
-1902.0892,32,366.858913
-1148.6096,21,366.869069
-595.4719,51,366.880246
-1341.2532,8,366.892142
-1996.5236,15,366.916664
-1700.6797,16,366.951928
1601.2286,74,366.968135
-1939.0553,22,367.042287
-1732.1384,20,367.052687
-1527.6478,35,367.078721
-172.41595,52,367.078789
-1719.8875,31,367.090698
-952.678,5,367.108191
-1112.5149,5,367.148453
126.47363,100,367.165696
-904.1572,54,367.203866
-1494.1465,6,367.232861
-1722.3665,13,367.252049
-619.7196,24,367.28286
-648.7134,32,367.282931
-935.3688,39,367.31438
-2500.6265,13,367.338146
1313.2617,62,367.357599
-958.43317,11,367.380704
-1362.136,7,367.417475
-1088.2568,43,367.432845
-2389.479,15,367.460611
-866.1113,19,367.469491
-2267.3306,82,367.469575
-1233.7257,9,367.469594
-846.3905,49,367.528915
-2946.888,22,367.538574
-1085.2919,17,367.58246
92.22626,52,367.595758
-1044.0458,12,367.605612
-1006.6992,2,367.631548
